,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.022785,44.88809,71.07696,63.25343,55.738335,40.821312,58.156044,39.731045,31.468311
std,2.7924764,2.7660916,1.795443,1.841954,2.034742,2.717975,1.4818679,1.7642341,2.3834922
