,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.066963,39.82088,64.49119,50.492653,56.63217,35.20864,58.060425,38.095634,30.751764
std,1.6293776,1.8603878,1.6954595,1.2527149,1.9199444,1.4308051,1.9852816,1.3473346,1.8552772
