,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.47509,39.155838,63.140068,43.315235,60.069263,33.319008,57.706593,33.095497,35.742985
std,1.9925748,2.1705685,1.9987366,2.4223962,1.6125584,1.7648318,1.3428894,1.3049942,1.2653981
