,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,71.01929,51.769825,76.24482,67.30578,69.80965,50.2081,71.85609,54.256004,29.823063
std,3.1660678,3.0063312,2.6716826,3.7374947,2.1215565,2.9260724,1.4376805,2.3886535,3.8253314
