,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.83626,51.749073,65.46727,43.55495,66.14755,45.850338,66.19588,45.392223,34.155434
std,5.963023,6.346246,4.454916,4.9775314,5.400469,6.083221,4.005383,4.1992593,2.8936136
