,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,53.12694,34.677452,55.593243,39.34635,52.97506,32.78408,56.142883,38.22266,43.846184
std,1.7487366,2.3968635,1.4739288,2.2263756,2.646167,2.8499973,1.984514,2.1350343,1.8956667
