,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.06896,43.80205,77.9822,63.171917,70.754745,54.78669,63.321472,38.294453,36.25762
std,3.0523846,3.5020726,2.365373,2.174449,2.133748,3.07721,1.0980182,1.5147009,2.9483688
