,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.705284,48.832413,65.90469,54.338665,62.86132,47.920845,63.47392,47.904564,25.937763
std,4.677273,5.345836,3.2195191,2.7924623,3.7602239,4.1729984,2.7635758,2.5197363,2.06073
