,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,61.03966,44.676712,65.91499,43.392384,62.292248,37.174065,66.32558,43.40228,46.523716
std,2.3469532,2.2582726,1.6565416,1.3799102,1.5490043,1.4657006,1.619546,1.8861179,1.1643442
