,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.112934,39.358543,62.664165,52.232903,55.98,37.182434,58.147747,40.87948,28.808308
std,1.9648999,1.7788388,2.0757399,2.6295538,1.6979529,2.0016024,1.4246945,2.0317,2.2209113
