,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.5298,52.376488,75.24742,61.62018,64.45079,40.790215,71.09904,51.25579,43.74663
std,2.7562797,2.8524878,1.2208922,1.1226362,2.0359702,2.0404687,1.5255536,1.7803184,1.4395068
