,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,45.55507,36.8701,50.49073,44.152107,50.291115,42.043064,49.54341,39.406204,19.02528
std,1.5424886,1.7692647,2.3979802,3.1931024,2.162493,3.1191676,2.107957,3.0602448,1.4214686
