,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,43.72262,35.247963,48.94187,38.044487,46.745434,35.478065,48.71838,35.711906,22.719019
std,1.915885,2.0458136,1.7623619,2.6451797,1.786346,2.3357148,1.9359195,2.8458414,0.44160697
