,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.28529,50.152267,66.78292,46.86679,64.33148,39.146606,67.5887,44.84846,47.41661
std,2.5378814,2.5323744,2.0260146,2.156118,2.0883157,2.2345307,2.0161119,2.2419145,1.6989521
