,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.95714,47.50573,72.649025,51.9638,66.0815,46.53295,65.66368,44.480774,31.916742
std,3.7820737,4.242678,1.8432333,3.0063882,2.9708734,2.8371952,1.571805,2.3639283,2.4938538
