,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.362316,45.47373,58.105347,51.85627,55.907055,44.40757,57.11323,43.880516,23.32474
std,2.8298545,2.9026299,1.7425032,2.2247286,2.019049,1.9962101,1.5374137,1.7729738,0.7490575
