,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.81022,47.536873,74.84444,59.06024,61.17514,41.84006,65.932556,42.602554,36.54023
std,3.7454412,4.1191654,1.6616534,2.1351876,3.0283623,2.645346,2.0903971,2.5649245,2.7197018
