,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.453175,47.868908,66.628105,57.001423,60.22973,44.696392,63.008923,47.151405,27.800299
std,3.375736,3.086647,2.6035984,2.266377,3.283331,3.2833524,3.4464436,2.7100544,2.3100061
