,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,62.694588,48.332783,65.873344,58.25234,56.92135,42.67559,58.87544,44.215,23.23149
std,1.672737,2.2133021,1.5774146,1.8152958,1.0289328,1.5543684,1.6157781,2.2331266,1.4108427
