,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.67636,43.126686,60.160683,45.315464,55.829002,37.373558,57.142326,38.26297,37.696243
std,2.6590106,2.509036,2.9642088,2.9978302,3.3822577,3.4524539,2.5469987,2.0494192,2.989034
