,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,46.280785,36.85487,50.439247,43.574318,48.09641,39.290016,48.462345,33.705364,23.525553
std,1.9206599,2.1002839,2.4562988,3.0930767,2.3155048,2.8463662,2.0189524,3.0285168,0.6851163
