,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.610767,41.114647,62.737236,40.972343,58.917908,35.906292,59.754547,37.52919,41.49462
std,2.1259892,2.038404,1.9902062,3.3803525,1.3262076,1.9779513,0.72003406,1.9468585,1.9575119
