,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.79058,39.112167,62.52729,47.13601,55.425373,34.32777,59.702393,40.09788,43.847668
std,1.6557795,2.02926,3.1447666,3.8753595,1.1202043,1.0853899,0.74429864,1.3072989,1.5685488
