,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.970783,42.816307,69.722725,60.236748,59.024944,36.494373,62.789345,41.11734,41.318317
std,2.0358372,2.0786624,1.8232821,2.0817814,1.2416749,2.3228912,2.2014785,3.001959,2.4838696
