,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,56.770363,45.98959,57.290752,37.914093,58.512886,43.09445,60.35138,40.86538,49.358788
std,2.4400554,2.554759,1.5286145,1.8430338,2.264018,2.5106456,1.735137,1.5802984,0.6685666
