,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.35597,50.61127,69.23668,56.194477,62.739197,46.61078,65.53754,50.747643,36.389668
std,4.254584,4.218484,3.139729,2.5512185,3.8600276,3.80315,3.0875604,1.7994193,2.9259086
