,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,56.204155,38.09678,59.174053,44.13983,55.6042,36.97742,58.4792,40.53056,38.31692
std,2.2617025,2.3636236,0.96326524,1.2888967,2.163744,2.8013453,1.1965868,1.1131073,1.5322876
