,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,61.92055,40.7182,60.98763,42.996113,64.31089,42.358772,62.24051,41.642662,44.171177
std,2.8402698,2.8637736,1.6184043,2.086729,2.2095673,2.743522,1.2883409,2.0060446,1.8752445
