,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,62.83009,41.06765,71.60391,64.61943,65.029045,45.344074,66.91228,49.121727,31.958109
std,2.5799503,2.5761478,1.4546574,1.8973374,1.5246657,1.5141517,1.0141137,1.8102512,1.0422586
