,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.72611,47.83245,69.013725,42.85772,63.78718,42.991634,64.989395,43.880074,34.62911
std,3.9946373,5.331008,2.9372537,4.005268,1.9455719,2.3297753,1.0178559,2.3305624,4.392702
