,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,60.15039,42.20923,62.920433,44.959694,59.9439,36.970116,60.194233,40.91863,35.415215
std,1.7644697,1.9731951,1.3945229,1.433872,2.1855502,1.6294233,1.372408,1.3636186,2.7306452
