,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.167984,52.677692,72.51625,52.63856,65.86328,41.590027,67.71237,43.33291,33.00346
std,2.6085055,2.417731,1.1368743,1.4301443,1.7742344,1.4193099,1.774752,2.6034474,2.006225
