,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,45.559006,35.191322,48.79589,39.35728,47.592136,36.92225,46.1756,33.17666,25.883602
std,1.6239868,1.8805976,1.8694794,2.6354094,2.2095666,2.9051783,2.0830746,2.5590742,0.9475993
