,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.28892,44.8566,74.24849,59.78477,68.24577,47.939217,66.574684,46.936054,32.091713
std,2.5380278,2.797103,0.74836725,1.3105993,1.9646589,1.6470393,2.9859324,3.361975,3.0222614
