,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.27477,38.394737,62.543617,41.998737,61.169525,35.10507,57.667614,32.07068,39.086876
std,1.5349467,1.8059894,2.0104668,2.675933,2.1216877,2.0883074,1.3020983,1.2353542,0.8309004
