,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,53.02465,44.47766,55.9942,44.92175,53.546967,38.78824,53.932,37.946724,26.275293
std,2.6426613,2.717798,1.4268682,2.1734831,1.9408336,1.9657289,1.5474747,1.8381943,0.8723842
