,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.417366,47.264893,74.65725,61.058094,66.31928,45.266445,65.78382,41.15727,45.529003
std,1.5643897,2.8840811,1.5195402,3.351653,2.4548156,3.041832,1.4087745,2.2763865,1.8123108
