,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.781494,45.63514,64.288994,50.121147,61.2328,42.938698,62.116615,43.683746,26.433466
std,4.4590473,3.0146909,1.7926078,2.484319,5.148604,3.0931702,2.4347806,3.459297,1.0589794
