,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,56.12863,40.4161,67.04496,53.580006,59.09779,41.740417,56.542305,35.094154,36.8513
std,1.6932834,2.2113225,1.7724713,1.9741795,1.500831,2.4788544,1.0585155,2.1296222,1.8123931
