,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,47.0972,35.775444,50.93963,36.936806,50.56791,35.518986,51.51533,37.374866,33.672333
std,1.6470877,1.9823425,1.8527144,2.116056,1.9892882,2.8295379,1.7103637,2.5589466,1.574897
