,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,59.19265,40.68435,62.1341,43.835197,58.633568,37.42967,59.56114,39.00425,44.18179
std,1.8166261,2.0560865,1.1075977,2.3090038,1.1218903,1.3331672,0.99801433,1.3086632,2.0404336
