,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,69.37404,47.282143,77.850784,72.61122,71.960045,57.472412,71.15122,51.355152,27.000677
std,2.2329926,2.042395,0.84364796,0.9133792,1.9518842,2.652316,1.8441314,1.9488791,1.4450558
