,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.752075,49.58665,68.644875,50.73439,65.520996,47.181877,65.907524,45.685204,31.942846
std,5.383795,5.4825172,3.1769218,2.293312,4.8389935,5.672367,4.4967847,5.2188373,2.4017506
