,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.02244,51.31359,73.50662,67.950096,64.22463,50.845104,63.701363,48.59208,27.117249
std,2.251701,2.1649494,1.6881461,1.5954814,2.1367638,2.3257792,1.4611369,2.3047674,1.7395742
