,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,60.110268,44.366367,66.18819,53.895546,57.102093,36.51934,61.490044,39.451775,46.02191
std,2.166524,2.5889544,0.9095129,1.5965164,0.77122915,1.1104748,1.0320323,1.1384544,2.2538815
