,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.950214,40.516304,63.21038,46.825848,60.19868,39.378235,58.59704,39.44329,42.905052
std,1.9464347,2.025708,2.8911002,3.6209922,1.9200615,2.3517628,1.2524551,1.9568727,1.6314952
