,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,61.790535,43.351322,69.714516,57.94402,63.549774,46.070107,63.916218,44.163765,43.64508
std,3.2140086,3.8516295,1.198605,1.7151536,1.9379742,2.027191,1.025563,1.2123381,1.8509369
