,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.078857,50.440174,64.43872,55.843445,59.171875,45.765095,63.425804,54.120155,24.382397
std,2.2366097,2.664252,2.4418232,2.8859923,1.4466294,1.8087031,1.626311,1.7239007,2.2164092
