,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.624695,38.034416,61.0508,38.91994,59.366615,34.253296,56.647633,36.68672,42.572517
std,1.3305407,1.6139581,1.4383521,0.85022223,1.847679,1.8123364,1.9164778,1.4492089,2.4649675
