,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.06123,44.01462,62.39875,54.329906,56.572,42.051197,59.042553,44.919415,24.26495
std,2.056734,2.0511367,1.2449508,2.8587308,1.459297,1.9032625,1.2908698,2.2475123,1.808032
