,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.65785,44.042942,67.13538,60.083363,54.197273,38.876312,56.020214,38.78457,33.92708
std,1.7451602,2.386473,1.1751924,1.289906,2.2752216,3.474389,1.3089439,1.0607749,3.0567038
