,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.294243,39.72117,62.570812,48.51343,57.952778,33.84362,58.81292,36.980556,34.598278
std,2.2019045,2.450351,2.541726,2.8752136,1.8254153,1.7691457,1.5638971,1.9188137,2.2818437
