,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.20039,47.35736,65.64641,55.56773,66.31087,54.917336,62.279552,39.61516,28.29411
std,1.5353326,1.9916664,2.018,2.6733348,1.6845982,2.0356789,1.2750856,2.2902145,1.3088316
