,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.6754,44.134346,71.963196,50.67353,68.26913,47.418087,65.99927,47.56443,36.282276
std,2.8969147,3.2200828,1.4300859,1.6837006,2.2357328,1.7809142,3.05511,3.5728705,2.7694128
