,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.58177,51.08613,74.54081,61.196278,62.65528,40.5558,68.045364,46.630444,33.0887
std,2.2371325,2.282898,1.1793479,1.4561609,1.7408534,1.4284849,1.4310338,1.8789967,1.8755852
