,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.547157,38.997307,60.646973,42.368385,56.84838,36.585987,56.708538,38.378555,39.646748
std,2.6702306,3.1315694,1.9250553,2.2293527,2.4463923,2.292552,2.040992,1.94993,1.1766925
