,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.62278,40.71699,73.16488,58.140087,62.184975,39.101067,66.55982,46.986107,35.986588
std,2.4695127,2.8840292,2.0179749,2.210822,1.501343,1.8326488,0.88171196,1.8695052,1.3983556
