,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.467724,39.203022,60.213905,47.052883,56.854656,41.217506,57.04019,35.704514,30.249279
std,2.1319845,2.3215375,2.3786526,2.7557335,2.5261326,2.7285879,1.3876766,1.6367311,2.153386
