,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,69.95891,51.272675,72.689285,58.220173,71.62773,53.007652,70.85597,52.76289,37.709118
std,2.9702516,3.0166676,2.8050158,3.3578045,4.1333027,4.253139,1.6360244,2.5743697,2.3717144
