,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.292915,46.861904,66.622635,51.879738,60.914356,43.103317,63.920696,49.379353,28.388672
std,3.6207116,3.6055603,2.907355,2.7495573,3.9327211,4.056033,3.0921502,2.5215638,2.6863253
