,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.51709,50.731544,67.39588,46.829926,65.760864,44.465736,64.586876,44.43754,31.814747
std,5.676831,5.80864,3.5105321,2.8267443,4.7745576,5.1600575,4.5014133,4.974849,3.3513803
