,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,68.442276,48.343117,71.60141,50.319374,66.74233,45.075714,67.187256,45.80636,28.494427
std,4.3324404,5.1483445,1.8253844,3.0140965,3.3962064,3.7434134,2.0511777,2.9745636,3.5781634
