,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.218994,43.013634,66.7746,58.56425,53.972313,40.03765,57.052685,39.79979,28.97634
std,2.370399,2.7479923,1.7241158,1.5051758,1.7444835,1.2702491,1.943519,1.4126831,1.8677428
