,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.7481,40.139896,63.23551,46.45569,56.398914,32.926712,58.32536,38.10291,37.983486
std,1.7326567,2.1960127,0.6471565,1.3831941,0.92035824,1.4546973,1.6416489,1.8503289,1.614413
